R,G,B,Color
252,123,207,Rosa
97,173,254,Azul
54,126,29,Verde
14,72,7,Verde
70,111,148,Azul
149,97,127,Violeta
149,224,105,Verde
130,50,154,Violeta
105,207,152,Verde
141,214,206,Verde
39,175,133,Verde
172,223,137,Verde
248,226,197,Naranja
142,178,2,Verde
238,187,161,Naranja
130,149,154,Gris
233,126,104,Naranja
149,109,5,Amarillo
201,173,49,Amarillo
35,121,220,Azul
104,96,110,Gris
120,117,167,Azul
4,240,179,Verde
224,176,133,Marron
0,177,192,Azul
159,248,9,Verde
219,183,137,Marron
97,169,198,Azul
197,75,132,Rosa
249,27,188,Rosa
101,176,86,Verde
106,223,19,Verde
54,240,180,Verde
19,47,224,Azul
225,20,140,Rosa
184,200,164,Gris
249,233,10,Amarillo
135,202,104,Verde
21,212,103,Verde
251,195,148,Naranja
34,85,216,Azul
50,213,13,Verde
187,197,223,Azul
80,239,61,Verde
5,180,204,Azul
148,25,167,Violeta
233,26,179,Rosa
143,152,131,Gris
109,207,249,Azul
100,48,226,Azul
232,105,219,Rosa
142,22,201,Violeta
206,178,16,Amarillo
166,185,38,Verde
150,95,211,Violeta
88,177,62,Verde
6,186,198,Azul
122,176,158,Gris
134,12,245,Violeta
85,143,234,Azul
247,41,136,Rosa
252,225,172,Amarillo
150,122,190,Azul
54,112,87,Verde
45,22,107,Azul
4,115,45,Verde
239,195,73,Amarillo
80,215,10,Verde
158,9,106,Violeta
29,9,210,Azul
135,202,57,Verde
46,178,202,Azul
57,92,33,Verde
240,120,152,Rosa
131,161,56,Verde
162,159,216,Azul
68,99,172,Azul
5,94,187,Azul
212,79,124,Rosa
60,141,239,Azul
176,105,69,Marron
171,208,227,Azul
160,10,179,Violeta
39,215,159,Verde
12,183,170,Verde
1,70,113,Azul
62,169,29,Verde
211,239,47,Amarillo
136,217,164,Verde
219,181,60,Naranja
63,203,139,Verde
179,148,211,Violeta
216,96,179,Rosa
241,186,75,Naranja
60,75,217,Azul
32,194,23,Verde
105,40,24,Marron
156,85,64,Marron
39,40,33,Negro
196,230,7,Amarillo
53,6,204,Azul
201,13,169,Rosa
56,21,170,Azul
163,245,72,Verde
1,83,229,Azul
56,14,103,Violeta
157,34,109,Rosa
202,216,4,Amarillo
129,115,166,Azul
189,6,121,Rosa
39,247,180,Verde
46,59,105,Azul
16,195,178,Verde
204,30,107,Rojo
53,214,189,Verde
152,74,178,Violeta
78,16,43,Marron
18,149,80,Verde
186,121,235,Violeta
230,22,139,Rosa
82,112,61,Verde
197,192,164,Gris
9,150,93,Verde
56,55,168,Azul
139,46,141,Violeta
176,59,103,Rosa
233,194,130,Amarillo
178,98,130,Violeta
215,173,31,Amarillo
40,183,107,Verde
126,26,74,Violeta
35,208,254,Azul
151,212,63,Verde
218,68,232,Rosa
147,202,52,Verde
248,88,89,Naranja
42,25,115,Azul
5,77,250,Azul
199,74,118,Rosa
181,38,88,Rojo
20,63,62,Verde
77,60,60,Gris
107,250,65,Verde
187,159,181,Azul
89,147,228,Azul
148,46,116,Violeta
29,45,157,Azul
22,110,149,Azul
46,146,114,Verde
77,88,135,Azul
164,63,206,Violeta
69,42,138,Azul
204,86,66,Naranja
97,181,132,Verde
213,28,59,Rojo
208,206,14,Amarillo
7,241,108,Verde
47,28,154,Azul
66,170,223,Azul
15,54,124,Azul
89,48,254,Azul
7,221,204,Verde
49,71,185,Azul
35,217,126,Verde
65,48,191,Azul
157,48,38,Marron
180,41,65,Rojo
246,152,186,Rosa
21,75,88,Verde
146,101,171,Violeta
33,66,222,Azul
220,245,111,Amarillo
106,83,252,Azul
196,45,74,Rojo
92,62,187,Azul
87,160,186,Azul
7,180,143,Verde
59,171,203,Azul
7,42,125,Azul
196,151,67,Amarillo
69,100,132,Azul
170,15,181,Rosa
197,6,75,Rojo
115,84,230,Azul
203,115,70,Naranja
126,97,152,Azul
236,64,81,Rojo
56,222,251,Azul
185,217,247,Azul
99,68,115,Violeta
4,192,10,Verde
80,200,157,Verde
4,161,179,Azul
120,112,58,Marron
104,153,93,Verde
179,123,19,Naranja
185,101,48,Naranja
235,122,171,Rosa
107,41,26,Marron
45,140,174,Azul
104,29,160,Violeta
243,147,225,Rosa
28,128,154,Azul
83,194,34,Verde
221,235,185,Amarillo
67,155,5,Verde
209,144,76,Naranja
218,227,151,Amarillo
254,0,188,Rosa
54,9,125,Azul
2,57,28,Verde
226,87,50,Naranja
26,47,191,Azul
252,61,95,Rojo
245,88,221,Rosa
168,29,112,Rosa
67,158,238,Azul
147,3,30,Rojo
28,85,179,Azul
9,199,223,Azul
159,197,6,Verde
14,244,133,Verde
112,134,29,Verde
213,237,85,Amarillo
180,166,6,Amarillo
193,203,232,Azul
42,215,218,Azul
108,115,78,Gris
59,2,26,Marron
191,44,95,Rosa
50,248,20,Verde
123,179,42,Verde
246,115,115,Rojo
91,197,240,Azul
184,181,152,Gris
139,54,240,Violeta
234,143,213,Rosa
244,54,238,Rosa
227,240,195,Amarillo
124,149,168,Azul
98,102,136,Azul
83,117,70,Verde
148,246,49,Verde
222,238,133,Amarillo
22,102,11,Verde
191,250,252,Azul
204,127,210,Rosa
77,98,202,Azul
59,139,124,Verde
142,69,94,Rojo
91,116,54,Verde
44,156,25,Verde
41,87,92,Azul
67,28,216,Azul
23,123,106,Verde
93,188,64,Verde
122,183,184,Azul
220,66,52,Rojo
46,47,138,Azul
4,222,240,Azul
197,98,236,Rosa
54,48,151,Azul
140,53,75,Rojo
22,158,153,Azul
104,214,190,Verde
208,234,81,Amarillo
93,133,89,Verde
213,152,13,Naranja
145,80,182,Violeta
169,245,240,Azul
145,242,172,Verde
43,40,69,Azul
62,231,14,Verde
189,145,236,Rosa
155,145,86,Amarillo
101,225,73,Verde
84,52,12,Marron
10,208,185,Azul
103,57,229,Azul
81,238,221,Azul
65,156,4,Verde
167,8,108,Rosa
192,28,2,Rojo
190,76,104,Rosa
59,75,146,Azul
18,141,173,Azul
154,244,93,Amarillo
200,75,168,Rosa
76,26,4,Marron
130,29,239,Violeta
236,48,119,Rosa
75,242,154,Verde
187,42,49,Rojo
178,234,222,Azul
4,35,8,Verde
156,178,241,Azul
121,41,213,Violeta
85,54,212,Azul
30,13,225,Azul
111,2,142,Violeta
80,244,186,Verde
78,236,28,Verde
156,84,194,Rosa
151,2,221,Violeta
78,33,45,Marron
252,17,137,Rosa
220,54,126,Rosa
245,10,83,Rojo
135,13,94,Rosa
150,79,176,Violeta
147,178,166,Verde
202,53,78,Rojo
53,155,100,Verde
35,175,221,Azul
76,222,159,Verde
165,226,40,Amarillo
217,122,209,Rosa
19,249,140,Verde
252,154,131,Naranja
174,254,185,Verde
153,71,178,Violeta
231,214,95,Amarillo
1,122,251,Azul
170,97,205,Violeta
204,234,179,Amarillo
66,184,240,Azul
91,6,244,Azul
99,65,0,Marron
190,13,216,Rosa
123,119,223,Azul
36,154,98,Verde
235,29,63,Rojo
67,23,182,Azul
110,78,144,Violeta
223,202,60,Amarillo
177,231,238,Azul
248,14,14,Rojo
216,223,207,Blanco
72,212,189,Azul
77,130,76,Verde
88,9,114,Violeta
21,207,230,Azul
37,182,233,Azul
73,60,56,Marron
117,144,58,Verde
248,182,91,Amarillo
104,31,223,Azul
52,106,32,Verde
224,39,161,Rosa
137,190,253,Azul
9,51,55,Verde
65,82,244,Azul
117,146,100,Verde
224,45,55,Rojo
232,26,83,Rojo
106,165,7,Verde
177,27,168,Rosa
99,54,33,Marron
116,158,220,Azul
216,22,161,Rosa
237,97,144,Rosa
233,100,1,Naranja
113,118,244,Azul
36,88,245,Azul
116,3,64,Rosa
157,58,188,Violeta
240,179,2,Amarillo
29,251,140,Verde
3,27,98,Azul
219,203,190,Blanco
80,90,127,Azul
141,85,83,Marron
40,224,238,Azul
211,136,77,Naranja
58,111,62,Verde
188,99,140,Rosa
51,215,124,Verde
80,171,231,Azul
44,170,75,Verde
65,196,72,Verde
69,93,99,Gris
239,16,80,Rojo
3,225,114,Verde
56,210,11,Verde
189,176,243,Violeta
151,114,213,Violeta
62,163,10,Verde
34,114,224,Azul
108,245,213,Verde
14,75,93,Azul
161,34,26,Rojo
30,105,168,Azul
76,90,52,Verde
83,195,20,Verde
205,26,7,Rojo
178,44,151,Rosa
44,4,172,Azul
159,254,130,Verde
22,226,224,Azul
4,118,254,Azul
152,64,43,Marron
175,144,39,Amarillo
42,178,2,Verde
217,161,45,Amarillo
210,113,173,Rosa
5,177,198,Azul
140,180,78,Verde
27,231,181,Verde
99,170,168,Azul
155,35,120,Violeta
62,49,158,Azul
139,239,232,Verde
130,81,222,Violeta
20,62,143,Azul
246,150,170,Rosa
66,193,184,Azul
47,246,79,Verde
173,253,11,Verde
146,224,12,Verde
200,49,85,Rojo
80,215,73,Verde
118,241,35,Verde
233,250,172,Amarillo
175,64,32,Rojo
145,63,30,Marron
79,69,32,Marron
248,146,52,Naranja
87,45,45,Marron
250,14,249,Rosa
126,242,126,Verde
217,39,164,Rosa
18,113,223,Azul
140,15,192,Violeta
39,42,202,Azul
143,40,113,Violeta
247,129,192,Rosa
80,81,146,Azul
35,9,61,Azul
244,36,76,Rojo
171,3,196,Violeta
97,23,59,Marron
238,100,240,Rosa
173,13,211,Violeta
133,70,123,Violeta
100,228,77,Verde
78,104,112,Gris
200,118,18,Naranja
202,141,221,Rosa
93,192,120,Verde
228,199,6,Amarillo
182,207,62,Verde
211,249,159,Amarillo
83,125,247,Azul
169,36,216,Violeta
229,221,219,Blanco
133,235,21,Verde
185,202,227,Gris
120,130,77,Verde
201,75,195,Rosa
143,124,42,Verde
73,81,190,Azul
47,32,33,Marron
231,222,213,Blanco
175,38,23,Rojo
50,97,223,Azul
164,66,244,Violeta
192,11,81,Rosa
83,113,164,Azul
229,202,245,Violeta
242,245,142,Amarillo
6,19,34,Negro
157,100,157,Violeta
108,165,85,Verde
156,26,44,Rojo
188,150,40,Amarillo
218,199,156,Amarillo
85,160,232,Azul
219,92,1,Naranja
87,28,37,Marron
156,15,93,Rosa
66,45,254,Azul
140,34,27,Marron
100,126,40,Verde
230,158,40,Amarillo
216,175,36,Amarillo
99,176,142,Verde
27,47,36,Verde
103,94,59,Marron
22,64,69,Azul
190,107,197,Rosa
96,76,119,Violeta
21,164,143,Verde
49,199,202,Azul
5,60,55,Verde
241,120,49,Naranja
208,13,67,Rojo
158,111,141,Violeta
179,187,24,Amarillo
9,46,248,Azul
14,76,242,Azul
86,121,216,Azul
131,36,250,Violeta
30,36,152,Azul
40,92,29,Verde
240,9,102,Rosa
142,115,141,Violeta
137,2,76,Violeta
248,225,0,Amarillo
188,13,3,Rojo
193,247,131,Amarillo
31,43,241,Azul
4,120,165,Azul
222,80,10,Naranja
57,58,53,Gris
6,71,152,Azul
205,177,44,Amarillo
132,61,161,Violeta
92,56,162,Violeta
235,197,125,Amarillo
228,153,102,Naranja
87,92,73,Gris
239,49,193,Rosa
55,176,99,Verde
218,36,240,Rosa
140,199,15,Verde
211,149,219,Rosa
203,192,200,Gris
123,66,137,Violeta
217,200,193,Gris
194,146,163,Rosa
171,168,159,Gris
143,190,189,Azul
198,49,48,Rojo
252,63,74,Rojo
109,42,3,Marron
8,49,226,Azul
247,39,146,Rosa
238,32,10,Naranja
231,5,100,Rosa
64,216,173,Verde
48,97,158,Azul
89,196,234,Azul
177,230,249,Azul
14,66,129,Azul
97,121,180,Azul
7,19,248,Azul
150,76,113,Violeta
53,202,55,Verde
55,252,44,Verde
229,1,236,Rosa
12,205,199,Azul
151,142,10,Verde
77,86,134,Azul
151,67,112,Rosa
174,169,90,Amarillo
163,0,161,Rosa
150,103,133,Rosa
234,223,24,Amarillo
123,105,15,Verde
193,15,49,Rojo
183,222,82,Amarillo
114,2,158,Violeta
126,165,196,Azul
157,108,129,Violeta
144,254,232,Azul
199,204,125,Amarillo
120,229,130,Verde
42,118,173,Azul
92,204,186,Azul
153,88,85,Marron
128,75,238,Violeta
146,159,58,Verde
241,200,68,Amarillo
83,163,168,Azul
246,164,29,Naranja
54,66,71,Gris
163,126,79,Marron
130,110,103,Marron
239,157,148,Naranja
13,44,56,Verde
149,63,63,Marron
212,54,102,Rosa
219,39,109,Rosa
118,229,39,Verde
137,107,234,Violeta
45,244,93,Verde
200,82,54,Marron
173,185,212,Azul
216,227,200,Verde
48,100,198,Azul
226,111,234,Rosa
118,48,141,Violeta
134,74,197,Violeta
167,172,37,Verde
36,248,210,Azul
143,47,192,Violeta
180,158,96,Verde
67,6,161,Azul
69,155,230,Azul
93,152,83,Verde
27,34,127,Azul
190,73,191,Rosa
96,190,159,Verde
245,22,240,Rosa
84,195,121,Verde
206,41,254,Rosa
242,220,100,Amarillo
13,242,26,Verde
240,29,94,Rojo
71,216,141,Verde
190,142,189,Violeta
201,75,126,Rosa
54,111,78,Verde
235,194,123,Amarillo
225,204,87,Amarillo
200,58,55,Naranja
78,11,87,Violeta
246,253,105,Amarillo
10,214,23,Verde
175,231,120,Verde
95,89,58,Marron
207,104,86,Naranja
115,162,43,Verde
194,234,19,Amarillo
44,123,80,Verde
8,153,205,Azul
206,160,164,Rosa
80,190,29,Verde
71,178,188,Azul
40,200,85,Verde
182,195,185,Gris
160,41,40,Rojo
63,46,205,Azul
13,96,217,Azul
120,42,149,Violeta
128,92,147,Violeta
50,210,57,Verde
215,75,128,Rosa
126,150,13,Verde
135,231,238,Azul
236,205,112,Amarillo
191,25,47,Rojo
188,109,91,Naranja
183,186,231,Azul
51,96,180,Azul
191,170,128,Gris
74,207,0,Verde
76,5,201,Azul
159,49,20,Marron
248,202,162,Naranja
101,59,171,Violeta
167,34,126,Rosa
157,101,222,Violeta
194,223,228,Azul
253,126,181,Rosa
86,122,24,Verde
171,48,176,Violeta
168,219,191,Verde
128,229,242,Azul
122,39,129,Violeta
103,22,23,Marron
60,99,243,Azul
195,131,62,Naranja
51,26,9,Marron
3,27,123,Azul
135,241,91,Verde
191,45,142,Rosa
26,225,54,Verde
247,161,226,Rosa
71,7,183,Azul
150,64,159,Violeta
129,87,6,Marron
219,212,122,Amarillo
240,25,222,Rosa
192,191,190,Gris
247,149,72,Naranja
47,243,15,Verde
50,1,200,Azul
232,142,214,Rosa
29,83,225,Azul
69,244,74,Verde
243,67,142,Rosa
164,240,229,Azul
71,48,186,Azul
95,3,25,Marron
39,47,10,Verde
3,164,157,Azul
249,34,86,Rojo
180,91,4,Naranja
68,22,226,Azul
170,158,220,Violeta
38,109,215,Azul
209,241,150,Amarillo
72,160,6,Verde
40,248,222,Azul
114,134,236,Violeta
224,140,107,Naranja
145,123,135,Gris
123,1,101,Violeta
246,207,72,Amarillo
37,33,120,Azul
164,238,30,Verde
70,119,140,Azul
69,5,38,Marron
123,90,35,Marron
11,90,236,Azul
9,238,55,Verde
87,30,28,Marron
201,49,205,Rosa
75,81,82,Gris
38,225,115,Verde
225,134,115,Naranja
93,147,10,Verde
165,27,225,Violeta
51,159,151,Azul
108,17,10,Marron
209,10,95,Rosa
192,158,105,Marron
170,15,149,Violeta
37,226,185,Verde
84,206,110,Verde
214,209,202,Gris
224,218,28,Amarillo
39,140,155,Azul
208,90,178,Rosa
46,1,77,Violeta
15,237,131,Verde
26,168,20,Verde
44,143,148,Azul
56,111,130,Azul
18,57,15,Verde
126,130,102,Gris
149,30,192,Rosa
178,127,182,Rosa
242,170,248,Rosa
181,214,98,Amarillo
126,158,123,Verde
13,89,66,Verde
94,60,195,Violeta
102,68,109,Violeta
200,221,254,Azul
72,91,52,Verde
125,37,104,Violeta
204,206,32,Amarillo
145,124,198,Violeta
20,3,220,Azul
103,198,248,Azul
35,215,228,Azul
39,197,6,Verde
104,114,28,Verde
229,47,209,Rosa
111,229,123,Verde
75,192,254,Azul
18,88,104,Azul
53,161,0,Verde
174,175,177,Gris
168,80,115,Rosa
124,25,193,Violeta
6,57,104,Azul
212,57,141,Rosa
24,24,172,Azul
230,53,20,Naranja
236,250,178,Amarillo
136,214,22,Verde
145,90,197,Violeta
28,220,191,Azul
99,250,47,Verde
152,71,241,Violeta
211,211,217,Gris
158,89,159,Violeta
236,115,189,Rosa
189,143,1,Amarillo
7,182,75,Verde
241,104,22,Naranja
190,200,235,Azul
141,107,213,Violeta
121,6,115,Violeta
42,64,246,Azul
13,53,40,Verde
181,117,68,Naranja
100,202,194,Azul
79,163,47,Verde
154,158,231,Violeta
137,188,33,Verde
81,53,243,Azul
104,252,131,Verde
254,234,129,Amarillo
209,10,55,Rojo
173,142,241,Violeta
224,171,142,Naranja
122,161,194,Azul
145,51,101,Violeta
202,243,113,Amarillo
160,211,139,Verde
0,181,141,Verde
166,8,241,Violeta
251,150,200,Rosa
216,58,62,Rojo
114,70,143,Violeta
191,55,192,Rosa
247,251,184,Amarillo
235,117,77,Naranja
175,17,31,Rojo
39,222,203,Azul
241,94,239,Rosa
133,11,240,Violeta
61,99,83,Verde
105,36,240,Azul
104,152,174,Azul
216,49,213,Rosa
236,79,57,Naranja
100,167,19,Verde
13,223,166,Verde
110,37,87,Violeta
79,215,9,Verde
134,134,207,Azul
1,194,177,Verde
124,176,69,Verde
246,5,168,Rosa
50,176,84,Verde
175,23,169,Violeta
49,122,251,Azul
153,143,218,Violeta
61,228,192,Azul
27,105,199,Azul
181,65,11,Marron
227,81,157,Rosa
213,218,128,Amarillo
135,52,42,Marron
12,150,194,Azul
57,211,130,Verde
111,169,47,Verde
198,184,134,Amarillo
122,171,104,Verde
152,188,94,Verde
230,89,203,Rosa
161,121,194,Violeta
72,226,237,Azul
2,117,203,Azul
165,101,1,Naranja
171,121,29,Marron
23,76,62,Verde
166,165,235,Violeta
178,251,22,Amarillo
168,38,192,Violeta
175,120,141,Rosa
95,34,139,Violeta
67,35,90,Violeta
194,48,185,Rosa
1,183,2,Verde
139,121,71,Marron
113,223,189,Azul
127,120,147,Violeta
170,236,65,Verde
218,155,177,Rosa
80,64,58,Marron
143,93,250,Violeta
219,74,62,Rojo
98,178,171,Azul
13,100,165,Azul
2,196,140,Verde
56,24,209,Azul
108,10,148,Violeta
18,137,107,Verde
216,142,68,Naranja
152,91,91,Marron
55,1,183,Azul
105,231,248,Azul
79,93,14,Verde
118,193,62,Verde
74,229,229,Azul
233,143,66,Naranja
183,159,183,Violeta
137,237,189,Verde
96,165,16,Verde
9,158,80,Verde
22,5,127,Azul
175,52,52,Rojo
181,54,84,Rosa
246,199,182,Naranja
151,123,171,Violeta
33,118,240,Azul
57,2,202,Azul
213,173,206,Rosa
101,18,211,Violeta
5,254,190,Verde
195,254,132,Amarillo
61,182,0,Verde
34,28,120,Azul
58,95,218,Azul
252,52,27,Naranja
198,141,127,Marron
175,252,225,Azul
102,153,139,Verde
27,233,141,Verde
17,33,70,Azul
1,224,138,Verde
36,11,146,Azul
206,189,95,Amarillo
27,93,219,Azul
25,124,59,Verde
204,215,214,Blanco
93,138,131,Gris
133,213,57,Verde
85,117,238,Azul
160,80,6,Marron
170,123,151,Rosa
229,90,172,Rosa
199,98,185,Rosa
130,49,131,Violeta
74,42,194,Azul
188,82,163,Rosa
8,152,216,Azul
76,0,150,Violeta
228,145,244,Rosa
254,118,250,Rosa
65,175,153,Verde
182,83,141,Rosa
18,89,92,Verde
91,23,45,Marron
83,173,172,Azul
92,173,251,Azul
166,209,165,Verde
180,239,191,Verde
53,57,242,Azul
69,174,48,Verde
138,108,26,Marron
231,94,42,Naranja
75,29,127,Violeta
218,154,249,Rosa
130,22,117,Violeta
54,224,170,Verde
123,29,84,Violeta
159,128,209,Violeta
25,237,82,Verde
217,105,159,Rosa
253,132,131,Rojo
188,210,145,Amarillo
12,71,69,Verde
107,185,70,Verde
83,136,137,Azul
7,134,50,Verde
30,103,73,Verde
220,35,205,Rosa
72,45,236,Azul
179,106,16,Marron
7,242,237,Azul
89,87,247,Azul
142,99,153,Violeta
67,82,66,Gris
217,185,164,Naranja
166,199,120,Verde
91,208,4,Verde
163,123,110,Marron
21,68,145,Azul
48,176,176,Azul
218,2,47,Rojo
200,135,142,Rosa
132,155,71,Verde
176,229,54,Verde
21,103,179,Azul
131,78,206,Violeta
1,152,135,Verde
55,213,44,Verde
31,139,102,Verde
202,76,69,Rojo
156,148,122,Gris
184,15,230,Violeta
141,188,110,Verde
204,193,194,Gris
0,213,232,Azul
114,214,130,Verde
97,106,49,Verde
203,172,208,Rosa
224,60,140,Rosa
162,153,248,Violeta
242,244,32,Amarillo
238,139,22,Naranja
86,176,192,Azul
248,244,33,Amarillo
211,112,18,Naranja
174,254,158,Amarillo
104,71,35,Marron
103,248,71,Verde
140,2,61,Violeta
56,83,47,Verde
83,214,118,Verde
13,116,173,Azul
228,147,54,Naranja
120,221,57,Verde
11,65,111,Azul
7,15,244,Azul
112,131,240,Violeta
15,15,119,Azul
103,189,209,Azul
91,92,35,Verde
226,188,77,Amarillo
204,192,222,Rosa
17,168,227,Azul
79,181,181,Azul
80,253,93,Verde
231,54,9,Rojo
64,158,82,Verde
121,113,48,Marron
133,70,133,Violeta
195,20,0,Rojo
217,229,138,Amarillo
232,219,171,Amarillo
144,12,130,Violeta
239,22,103,Rosa
206,214,216,Gris
68,151,12,Verde
157,152,155,Gris
165,183,252,Azul
207,90,243,Rosa
95,80,194,Azul
212,234,22,Amarillo
99,213,147,Verde
95,165,139,Verde
177,104,108,Marron
8,51,172,Azul
199,241,116,Amarillo
38,22,55,Negro
30,196,41,Verde
74,249,18,Verde
140,95,114,Marron
98,119,89,Gris
118,83,192,Violeta
228,168,110,Naranja
111,186,228,Azul
191,250,42,Amarillo
57,4,55,Violeta
38,150,199,Azul
154,229,208,Verde
131,21,94,Violeta
247,152,179,Rosa
52,131,33,Verde
139,164,76,Verde
137,102,26,Marron
217,75,125,Rosa
240,160,11,Naranja
151,157,194,Azul
195,14,158,Rosa
132,86,46,Marron
60,54,122,Azul
207,100,173,Rosa
177,215,121,Verde
177,200,52,Verde
2,49,192,Azul
110,165,30,Verde
23,211,115,Verde
151,16,210,Violeta
55,217,130,Verde
63,174,155,Verde
215,192,47,Amarillo
2,241,114,Verde
248,33,25,Rojo
120,9,182,Violeta
155,171,32,Verde
119,78,38,Marron
135,128,242,Azul
8,193,198,Verde
81,142,109,Verde
248,216,105,Amarillo
53,182,176,Azul
214,209,144,Amarillo
223,56,179,Rosa
51,239,72,Verde
27,136,228,Azul
243,11,246,Rosa
55,106,78,Verde
180,54,16,Marron
155,138,85,Marron
2,13,32,Negro
240,111,32,Naranja
192,66,206,Rosa
111,135,121,Gris
145,135,232,Azul
110,150,174,Azul
33,147,182,Azul
229,179,93,Amarillo
82,64,34,Marron
92,200,166,Verde
130,85,99,Marron
230,131,64,Naranja
180,98,113,Marron
143,190,77,Verde
117,93,96,Gris
156,14,102,Violeta
59,19,237,Azul
5,181,199,Azul
181,245,59,Verde
89,22,221,Azul
234,204,197,Blanco
226,13,93,Rosa
167,125,144,Gris
97,238,45,Verde
170,233,93,Verde
112,137,241,Azul
139,4,0,Rojo
124,204,126,Verde
21,164,114,Verde
47,116,247,Azul
254,148,210,Rosa
15,126,135,Verde
155,121,151,Violeta
229,177,123,Naranja
179,229,184,Verde
93,220,41,Verde
135,193,151,Verde
215,24,37,Rojo
90,66,160,Violeta
148,12,136,Violeta
126,78,185,Azul
24,128,112,Verde
48,93,171,Azul
1,218,205,Azul
61,88,202,Azul
92,232,189,Verde
147,92,179,Violeta
194,29,167,Rosa
31,197,3,Verde
229,146,122,Naranja
91,135,77,Verde
84,81,171,Azul
86,57,95,Violeta
202,85,12,Naranja
213,11,147,Rosa
83,142,41,Verde
120,236,108,Verde
223,51,246,Rosa
71,207,115,Verde
195,254,77,Amarillo
165,212,199,Gris
206,97,234,Rosa
153,200,223,Azul
21,194,31,Verde
197,138,99,Marron
192,84,147,Rosa
94,23,9,Marron
105,232,60,Verde
208,86,171,Rosa
254,98,51,Naranja
114,136,206,Azul
200,240,87,Amarillo
194,196,34,Verde
99,105,215,Azul
195,218,50,Amarillo
103,246,139,Verde
81,219,130,Verde
26,83,250,Azul
141,222,56,Verde
164,215,202,Verde
42,155,150,Azul
196,238,147,Amarillo
123,49,70,Marron
111,9,61,Marron
194,84,20,Naranja
212,170,225,Rosa
154,91,237,Violeta
90,172,186,Azul
21,175,31,Verde
0,50,167,Azul
234,192,54,Amarillo
170,145,169,Gris
92,81,143,Azul
217,220,17,Amarillo
37,56,46,Gris
174,98,90,Marron
90,34,17,Marron
53,231,115,Verde
155,99,202,Violeta
203,8,10,Rojo
240,218,210,Blanco
185,51,152,Violeta
216,195,182,Gris
135,57,105,Violeta
201,146,45,Amarillo
121,199,13,Verde
26,191,209,Azul
132,185,151,Verde
222,182,132,Marron
106,232,228,Azul
141,69,124,Violeta
158,112,54,Marron
184,252,21,Verde
213,70,4,Naranja
216,191,90,Amarillo
215,221,113,Amarillo
211,122,68,Marron
172,10,155,Violeta
179,0,96,Rosa
63,189,69,Verde
222,203,245,Azul
72,179,240,Azul
189,215,116,Verde
38,51,155,Azul
124,214,212,Azul
75,206,188,Verde
56,89,241,Azul
9,233,142,Verde
53,129,126,Verde
64,136,152,Azul
40,48,207,Azul
15,231,6,Verde
29,140,239,Azul
96,143,232,Azul
107,221,146,Verde
10,98,1,Verde
19,17,155,Azul
194,49,174,Rosa
186,219,16,Amarillo
241,162,38,Naranja
224,106,48,Naranja
183,100,114,Marron
9,47,30,Verde
45,133,157,Azul
43,3,223,Azul
177,73,58,Marron
35,62,139,Azul
183,246,163,Verde
56,69,154,Azul
243,62,88,Rojo
19,96,167,Azul
220,44,190,Rosa
160,11,167,Violeta
47,185,51,Verde
11,96,157,Azul
226,221,14,Amarillo
164,39,111,Violeta
177,167,37,Verde
207,97,244,Rosa
233,168,43,Amarillo
105,196,62,Verde
35,197,172,Verde
164,173,4,Verde
16,188,157,Azul
62,165,196,Azul
250,72,91,Rojo
210,51,79,Rojo
146,133,218,Violeta
230,142,212,Rosa
136,240,44,Verde
43,1,66,Negro
168,82,53,Marron
231,7,44,Rojo
191,174,82,Amarillo
83,59,123,Azul
11,78,40,Verde
167,2,45,Rojo
106,113,251,Azul
147,74,30,Marron
147,33,30,Marron
199,217,41,Amarillo
5,28,254,Azul
138,28,90,Violeta
200,199,178,Gris
30,26,94,Azul
249,67,100,Rosa
